aspect,kappa,res_size,noise_model,seed,effective_kappa,method,final_be,pass_fail,iters_to_stable
100,1000.0,1e-10,b_only,20002,1000.0,iter_sketch_mom,3.1136125070541193e-15,0,
100,1000.0,1e-10,b_only,20002,1000.0,sketch_pre_cold,5.419732072990835e-10,0,
100,1000.0,1e-10,b_only,20002,1000.0,sketch_pre_warm,2.6249692141349016e-17,1,3
100,1000.0,1e-10,b_only,20002,1000.0,spir,1.1153319645060816e-17,1,1
100,1000.0,1e-10,b_only,20002,1000.0,qr_ref,2.0395662488185924e-16,1,0
100,1000.0,1e-10,b_only,30003,1000.0,iter_sketch_mom,4.171015846901574e-15,0,
100,1000.0,1e-10,b_only,30003,1000.0,sketch_pre_cold,3.6331537194597237e-10,0,
100,1000.0,1e-10,b_only,30003,1000.0,sketch_pre_warm,1.74721607488526e-17,1,2
100,1000.0,1e-10,b_only,30003,1000.0,spir,6.855524172430621e-18,1,1
100,1000.0,1e-10,b_only,30003,1000.0,qr_ref,1.2069861900654138e-16,1,0
100,1000.0,1e-10,b_only,40004,1000.0,iter_sketch_mom,1.6309304504434354e-13,0,
100,1000.0,1e-10,b_only,40004,1000.0,sketch_pre_cold,1.898964319271479e-09,0,
100,1000.0,1e-10,b_only,40004,1000.0,sketch_pre_warm,3.3363115354186037e-17,1,3
100,1000.0,1e-10,b_only,40004,1000.0,spir,5.821416335891637e-18,1,1
100,1000.0,1e-10,b_only,40004,1000.0,qr_ref,2.875338615706605e-16,1,0
100,1000.0,1e-10,a_and_b,32439,333.3237523857592,iter_sketch_mom,3.5890175357985484e-10,0,
100,1000.0,1e-10,a_and_b,32439,333.3237523857592,sketch_pre_cold,1.8904792908689865e-09,0,
100,1000.0,1e-10,a_and_b,32439,333.3237523857592,sketch_pre_warm,9.72520059475029e-13,0,
100,1000.0,1e-10,a_and_b,32439,333.3237523857592,spir,1.1959296118886262e-17,1,20
100,1000.0,1e-10,a_and_b,32439,333.3237523857592,qr_ref,2.9062690239639896e-16,1,0
100,1000.0,1e-10,a_and_b,10001,330.37026198629496,iter_sketch_mom,5.368577066323493e-15,0,
100,1000.0,1e-10,a_and_b,10001,330.37026198629496,sketch_pre_cold,7.301888910193687e-10,0,
100,1000.0,1e-10,a_and_b,10001,330.37026198629496,sketch_pre_warm,3.417721160411536e-12,0,
100,1000.0,1e-10,a_and_b,10001,330.37026198629496,spir,1.540227835132765e-17,1,20
100,1000.0,1e-10,a_and_b,10001,330.37026198629496,qr_ref,2.7758787242278065e-16,1,0
100,1000.0,1e-10,a_and_b,20002,331.02070202738156,iter_sketch_mom,7.213890224192539e-15,0,
100,1000.0,1e-10,a_and_b,20002,331.02070202738156,sketch_pre_cold,3.5639102274663977e-10,0,
100,1000.0,1e-10,a_and_b,20002,331.02070202738156,sketch_pre_warm,6.144628096141683e-12,0,
100,1000.0,1e-10,a_and_b,20002,331.02070202738156,spir,1.2678037011358842e-17,1,20
100,1000.0,1e-10,a_and_b,20002,331.02070202738156,qr_ref,2.3881674785752054e-16,1,0
100,1000.0,1e-10,a_and_b,30003,335.30085445634296,iter_sketch_mom,3.5046892838597058e-15,0,
100,1000.0,1e-10,a_and_b,30003,335.30085445634296,sketch_pre_cold,2.716967368167697e-10,0,
100,1000.0,1e-10,a_and_b,30003,335.30085445634296,sketch_pre_warm,3.957370095632023e-13,0,
100,1000.0,1e-10,a_and_b,30003,335.30085445634296,spir,1.167280455580662e-17,1,20
100,1000.0,1e-10,a_and_b,30003,335.30085445634296,qr_ref,1.741897505779121e-16,1,0
100,1000.0,1e-10,a_and_b,40004,329.79413683452975,iter_sketch_mom,1.935312829952273e-14,0,
100,1000.0,1e-10,a_and_b,40004,329.79413683452975,sketch_pre_cold,6.222972419510381e-10,0,
100,1000.0,1e-10,a_and_b,40004,329.79413683452975,sketch_pre_warm,3.09229435022871e-12,0,
100,1000.0,1e-10,a_and_b,40004,329.79413683452975,spir,1.456222970780588e-17,1,20
100,1000.0,1e-10,a_and_b,40004,329.79413683452975,qr_ref,5.568016760175324e-16,1,0
100,1000000.0,0.01,b_only,32439,1000000.0,iter_sketch_mom,8.325625668088673e-15,0,
100,1000000.0,0.01,b_only,32439,1000000.0,sketch_pre_cold,3.1603420542607346e-09,0,
100,1000000.0,0.01,b_only,32439,1000000.0,sketch_pre_warm,3.1032048293726535e-17,1,16
100,1000000.0,0.01,b_only,32439,1000000.0,spir,7.268978742216002e-18,1,10
100,1000000.0,0.01,b_only,32439,1000000.0,qr_ref,2.1905664678359014e-16,1,0
100,1000000.0,0.01,b_only,10001,1000000.0,iter_sketch_mom,8.959492922997154e-15,0,
100,1000000.0,0.01,b_only,10001,1000000.0,sketch_pre_cold,4.3357042839817316e-10,0,
100,1000000.0,0.01,b_only,10001,1000000.0,sketch_pre_warm,3.119968773629085e-17,1,17
100,1000000.0,0.01,b_only,10001,1000000.0,spir,8.100748651945521e-18,1,10
100,1000000.0,0.01,b_only,10001,1000000.0,qr_ref,2.5251322086372163e-16,1,0
100,1000000.0,0.01,b_only,20002,1000000.0,iter_sketch_mom,3.080509041445652e-15,0,
100,1000000.0,0.01,b_only,20002,1000000.0,sketch_pre_cold,4.878928670336797e-10,0,
100,1000000.0,0.01,b_only,20002,1000000.0,sketch_pre_warm,2.0095736582106888e-17,1,19
100,1000000.0,0.01,b_only,20002,1000000.0,spir,1.8081155971030173e-17,1,10
100,1000000.0,0.01,b_only,20002,1000000.0,qr_ref,9.974475760609219e-17,1,0
100,1000000.0,0.01,b_only,30003,1000000.0,iter_sketch_mom,4.25926696659442e-15,0,
100,1000000.0,0.01,b_only,30003,1000000.0,sketch_pre_cold,4.269979032463159e-10,0,
100,1000000.0,0.01,b_only,30003,1000000.0,sketch_pre_warm,2.0332494525923176e-17,1,18
100,1000000.0,0.01,b_only,30003,1000000.0,spir,1.3794126038463116e-17,1,10
100,1000000.0,0.01,b_only,30003,1000000.0,qr_ref,1.3721827392012143e-16,1,0
100,1000000.0,0.01,b_only,40004,1000000.0,iter_sketch_mom,3.703065394262985e-13,0,
100,1000000.0,0.01,b_only,40004,1000000.0,sketch_pre_cold,1.884785567061869e-09,0,
100,1000000.0,0.01,b_only,40004,1000000.0,sketch_pre_warm,4.571569287580823e-17,1,19
100,1000000.0,0.01,b_only,40004,1000000.0,spir,9.64378724334624e-18,1,10
100,1000000.0,0.01,b_only,40004,1000000.0,qr_ref,2.71895559677478e-16,1,0
100,1000000.0,0.01,a_and_b,32439,496.55967163992136,iter_sketch_mom,3.766724123628647e-15,0,
100,1000000.0,0.01,a_and_b,32439,496.55967163992136,sketch_pre_cold,3.8754938071465474e-10,0,
100,1000000.0,0.01,a_and_b,32439,496.55967163992136,sketch_pre_warm,1.2214829396859016e-12,0,
100,1000000.0,0.01,a_and_b,32439,496.55967163992136,spir,1.3012237083733375e-17,1,
100,1000000.0,0.01,a_and_b,32439,496.55967163992136,qr_ref,3.570343007760738e-16,1,0
100,1000000.0,0.01,a_and_b,10001,493.5204199000694,iter_sketch_mom,5.8172301575465385e-15,0,
100,1000000.0,0.01,a_and_b,10001,493.5204199000694,sketch_pre_cold,2.6503056725882643e-09,0,
100,1000000.0,0.01,a_and_b,10001,493.5204199000694,sketch_pre_warm,2.786575210312465e-12,0,
100,1000000.0,0.01,a_and_b,10001,493.5204199000694,spir,1.3357250533630098e-17,1,20
100,1000000.0,0.01,a_and_b,10001,493.5204199000694,qr_ref,1.752935475138818e-16,1,0
100,1000000.0,0.01,a_and_b,20002,497.552139783508,iter_sketch_mom,5.2624179392180815e-15,0,
100,1000000.0,0.01,a_and_b,20002,497.552139783508,sketch_pre_cold,8.065059239825591e-10,0,
100,1000000.0,0.01,a_and_b,20002,497.552139783508,sketch_pre_warm,4.726886024797381e-12,0,
100,1000000.0,0.01,a_and_b,20002,497.552139783508,spir,1.5596069938443762e-17,1,20
100,1000000.0,0.01,a_and_b,20002,497.552139783508,qr_ref,2.830358706110827e-16,1,0
100,1000000.0,0.01,a_and_b,30003,498.40983574408847,iter_sketch_mom,5.565165207495718e-11,0,
100,1000000.0,0.01,a_and_b,30003,498.40983574408847,sketch_pre_cold,2.869511528271512e-10,0,
100,1000000.0,0.01,a_and_b,30003,498.40983574408847,sketch_pre_warm,1.3733979760629612e-12,0,
100,1000000.0,0.01,a_and_b,30003,498.40983574408847,spir,1.1305640464151149e-17,1,20
100,1000000.0,0.01,a_and_b,30003,498.40983574408847,qr_ref,1.458370155169659e-16,1,0
100,1000000.0,0.01,a_and_b,40004,494.32563170725115,iter_sketch_mom,8.402776407572446e-13,0,
100,1000000.0,0.01,a_and_b,40004,494.32563170725115,sketch_pre_cold,1.600817816525913e-09,0,
100,1000000.0,0.01,a_and_b,40004,494.32563170725115,sketch_pre_warm,6.4312017593412744e-12,0,
100,1000000.0,0.01,a_and_b,40004,494.32563170725115,spir,1.5314810593774084e-17,1,20
100,1000000.0,0.01,a_and_b,40004,494.32563170725115,qr_ref,3.672023492296709e-16,1,0
100,1000000.0,1e-06,b_only,32439,1000000.0,iter_sketch_mom,8.337313468483535e-15,0,
100,1000000.0,1e-06,b_only,32439,1000000.0,sketch_pre_cold,3.1603424673178717e-09,0,
100,1000000.0,1e-06,b_only,32439,1000000.0,sketch_pre_warm,1.5725040268367588e-17,1,5
100,1000000.0,1e-06,b_only,32439,1000000.0,spir,6.124015165013876e-18,1,3
100,1000000.0,1e-06,b_only,32439,1000000.0,qr_ref,2.4814528884343427e-16,1,0
100,1000000.0,1e-06,b_only,10001,1000000.0,iter_sketch_mom,8.959035063653645e-15,0,
100,1000000.0,1e-06,b_only,10001,1000000.0,sketch_pre_cold,4.335704786488058e-10,0,
100,1000000.0,1e-06,b_only,10001,1000000.0,sketch_pre_warm,3.1619825759231533e-17,1,5
100,1000000.0,1e-06,b_only,10001,1000000.0,spir,7.597461396890494e-18,1,3
100,1000000.0,1e-06,b_only,10001,1000000.0,qr_ref,2.531673280756214e-16,1,0
100,1000000.0,1e-06,b_only,20002,1000000.0,iter_sketch_mom,3.0835997464363235e-15,0,
100,1000000.0,1e-06,b_only,20002,1000000.0,sketch_pre_cold,4.878928814176306e-10,0,
100,1000000.0,1e-06,b_only,20002,1000000.0,sketch_pre_warm,1.8777145858495906e-17,1,6
100,1000000.0,1e-06,b_only,20002,1000000.0,spir,6.453369653737238e-18,1,3
100,1000000.0,1e-06,b_only,20002,1000000.0,qr_ref,1.1766105025877722e-16,1,0
100,1000000.0,1e-06,b_only,30003,1000000.0,iter_sketch_mom,4.257216896820272e-15,0,
100,1000000.0,1e-06,b_only,30003,1000000.0,sketch_pre_cold,4.269979171623954e-10,0,
100,1000000.0,1e-06,b_only,30003,1000000.0,sketch_pre_warm,1.5568012930417745e-17,1,6
100,1000000.0,1e-06,b_only,30003,1000000.0,spir,7.857578709909617e-18,1,3
100,1000000.0,1e-06,b_only,30003,1000000.0,qr_ref,1.1015887671756947e-16,1,0
100,1000000.0,1e-06,b_only,40004,1000000.0,iter_sketch_mom,3.703084406337022e-13,0,
100,1000000.0,1e-06,b_only,40004,1000000.0,sketch_pre_cold,1.884785859173793e-09,0,
100,1000000.0,1e-06,b_only,40004,1000000.0,sketch_pre_warm,3.518233272049405e-17,1,6
100,1000000.0,1e-06,b_only,40004,1000000.0,spir,6.983809223111316e-18,1,3
100,1000000.0,1e-06,b_only,40004,1000000.0,qr_ref,2.3688952754817423e-16,1,0
100,1000000.0,1e-06,a_and_b,32439,496.55967163992136,iter_sketch_mom,3.765419840014894e-15,0,
100,1000000.0,1e-06,a_and_b,32439,496.55967163992136,sketch_pre_cold,3.8754938886630083e-10,0,
100,1000000.0,1e-06,a_and_b,32439,496.55967163992136,sketch_pre_warm,1.2214884455905057e-12,0,
100,1000000.0,1e-06,a_and_b,32439,496.55967163992136,spir,1.4626277241728842e-17,1,
100,1000000.0,1e-06,a_and_b,32439,496.55967163992136,qr_ref,3.486207265403679e-16,1,0
100,1000000.0,1e-06,a_and_b,10001,493.5204199000694,iter_sketch_mom,5.825860335874674e-15,0,
100,1000000.0,1e-06,a_and_b,10001,493.5204199000694,sketch_pre_cold,2.650305695839136e-09,0,
100,1000000.0,1e-06,a_and_b,10001,493.5204199000694,sketch_pre_warm,2.7865798924585584e-12,0,
100,1000000.0,1e-06,a_and_b,10001,493.5204199000694,spir,1.7756511087687842e-17,1,20
100,1000000.0,1e-06,a_and_b,10001,493.5204199000694,qr_ref,2.0523375967055593e-16,1,0
100,1000000.0,1e-06,a_and_b,20002,497.552139783508,iter_sketch_mom,5.25955723079458e-15,0,
100,1000000.0,1e-06,a_and_b,20002,497.552139783508,sketch_pre_cold,8.065059320457445e-10,0,
100,1000000.0,1e-06,a_and_b,20002,497.552139783508,sketch_pre_warm,4.7268789269520064e-12,0,
100,1000000.0,1e-06,a_and_b,20002,497.552139783508,spir,1.364616012396977e-17,1,20
100,1000000.0,1e-06,a_and_b,20002,497.552139783508,qr_ref,2.7782569013851067e-16,1,0
100,1000000.0,1e-06,a_and_b,30003,498.40983574408847,iter_sketch_mom,5.5651655335760245e-11,0,
100,1000000.0,1e-06,a_and_b,30003,498.40983574408847,sketch_pre_cold,2.869511481834157e-10,0,
100,1000000.0,1e-06,a_and_b,30003,498.40983574408847,sketch_pre_warm,1.373385451521164e-12,0,
100,1000000.0,1e-06,a_and_b,30003,498.40983574408847,spir,1.2950209123453804e-17,1,20
100,1000000.0,1e-06,a_and_b,30003,498.40983574408847,qr_ref,1.6154191750113308e-16,1,0
100,1000000.0,1e-06,a_and_b,40004,494.32563170725115,iter_sketch_mom,8.40276330423445e-13,0,
100,1000000.0,1e-06,a_and_b,40004,494.32563170725115,sketch_pre_cold,1.6008178053038442e-09,0,
100,1000000.0,1e-06,a_and_b,40004,494.32563170725115,sketch_pre_warm,6.4312375487369955e-12,0,
100,1000000.0,1e-06,a_and_b,40004,494.32563170725115,spir,1.3692651365198862e-17,1,20
100,1000000.0,1e-06,a_and_b,40004,494.32563170725115,qr_ref,4.0338555285106667e-16,1,0
100,1000000.0,1e-10,b_only,32439,1000000.0,iter_sketch_mom,8.327059498668832e-15,0,
100,1000000.0,1e-10,b_only,32439,1000000.0,sketch_pre_cold,3.1603424746822793e-09,0,
100,1000000.0,1e-10,b_only,32439,1000000.0,sketch_pre_warm,2.2003907601305846e-17,1,0
100,1000000.0,1e-10,b_only,32439,1000000.0,spir,1.1199331008576485e-17,1,0
100,1000000.0,1e-10,b_only,32439,1000000.0,qr_ref,2.3321982361592195e-16,1,0
100,1000000.0,1e-10,b_only,10001,1000000.0,iter_sketch_mom,8.960314191461493e-15,0,
100,1000000.0,1e-10,b_only,10001,1000000.0,sketch_pre_cold,4.33570474618782e-10,0,
100,1000000.0,1e-10,b_only,10001,1000000.0,sketch_pre_warm,5.329929710251402e-17,1,0
100,1000000.0,1e-10,b_only,10001,1000000.0,spir,1.1583672524693454e-17,1,1
100,1000000.0,1e-10,b_only,10001,1000000.0,qr_ref,2.4576171445475695e-16,1,0
100,1000000.0,1e-10,b_only,20002,1000000.0,iter_sketch_mom,3.0824276444332842e-15,0,
100,1000000.0,1e-10,b_only,20002,1000000.0,sketch_pre_cold,4.878928827892387e-10,0,
100,1000000.0,1e-10,b_only,20002,1000000.0,sketch_pre_warm,2.690551388498329e-17,1,0
100,1000000.0,1e-10,b_only,20002,1000000.0,spir,5.861199738513927e-18,1,0
100,1000000.0,1e-10,b_only,20002,1000000.0,qr_ref,9.55482207248754e-17,1,0
100,1000000.0,1e-10,b_only,30003,1000000.0,iter_sketch_mom,4.257188859377897e-15,0,
100,1000000.0,1e-10,b_only,30003,1000000.0,sketch_pre_cold,4.269979111404007e-10,0,
100,1000000.0,1e-10,b_only,30003,1000000.0,sketch_pre_warm,1.7077867415368285e-17,1,0
100,1000000.0,1e-10,b_only,30003,1000000.0,spir,9.640704090997268e-18,1,0
100,1000000.0,1e-10,b_only,30003,1000000.0,qr_ref,1.3412863421024687e-16,1,0
100,1000000.0,1e-10,b_only,40004,1000000.0,iter_sketch_mom,3.703120376850374e-13,0,
100,1000000.0,1e-10,b_only,40004,1000000.0,sketch_pre_cold,1.8847858608821147e-09,0,
100,1000000.0,1e-10,b_only,40004,1000000.0,sketch_pre_warm,3.9196326377327854e-17,1,0
100,1000000.0,1e-10,b_only,40004,1000000.0,spir,9.117088144286026e-18,1,0
100,1000000.0,1e-10,b_only,40004,1000000.0,qr_ref,2.9309255015328384e-16,1,0
100,1000000.0,1e-10,a_and_b,32439,496.55967163992136,iter_sketch_mom,3.7657779495134036e-15,0,
100,1000000.0,1e-10,a_and_b,32439,496.55967163992136,sketch_pre_cold,3.875493945812129e-10,0,
100,1000000.0,1e-10,a_and_b,32439,496.55967163992136,sketch_pre_warm,1.22148232518303e-12,0,
100,1000000.0,1e-10,a_and_b,32439,496.55967163992136,spir,1.5901781678232236e-17,1,
100,1000000.0,1e-10,a_and_b,32439,496.55967163992136,qr_ref,3.5496638493820033e-16,1,0
100,1000000.0,1e-10,a_and_b,10001,493.5204199000694,iter_sketch_mom,5.8271796357239615e-15,0,
100,1000000.0,1e-10,a_and_b,10001,493.5204199000694,sketch_pre_cold,2.6503057038404106e-09,0,
100,1000000.0,1e-10,a_and_b,10001,493.5204199000694,sketch_pre_warm,2.7865814675603393e-12,0,
100,1000000.0,1e-10,a_and_b,10001,493.5204199000694,spir,1.5296930148220476e-17,1,20
100,1000000.0,1e-10,a_and_b,10001,493.5204199000694,qr_ref,1.567093989469536e-16,1,0
100,1000000.0,1e-10,a_and_b,20002,497.552139783508,iter_sketch_mom,5.260702670507535e-15,0,
100,1000000.0,1e-10,a_and_b,20002,497.552139783508,sketch_pre_cold,8.06505923224539e-10,0,
100,1000000.0,1e-10,a_and_b,20002,497.552139783508,sketch_pre_warm,4.726891717947335e-12,0,
100,1000000.0,1e-10,a_and_b,20002,497.552139783508,spir,1.7551332716707092e-17,1,20
100,1000000.0,1e-10,a_and_b,20002,497.552139783508,qr_ref,2.6058930302642955e-16,1,0
100,1000000.0,1e-10,a_and_b,30003,498.40983574408847,iter_sketch_mom,5.5651647839477244e-11,0,
100,1000000.0,1e-10,a_and_b,30003,498.40983574408847,sketch_pre_cold,2.869511480009837e-10,0,
100,1000000.0,1e-10,a_and_b,30003,498.40983574408847,sketch_pre_warm,1.3733946487835872e-12,0,
100,1000000.0,1e-10,a_and_b,30003,498.40983574408847,spir,1.4640305805899878e-17,1,20
100,1000000.0,1e-10,a_and_b,30003,498.40983574408847,qr_ref,1.3901347723411836e-16,1,0
100,1000000.0,1e-10,a_and_b,40004,494.32563170725115,iter_sketch_mom,8.402735173692431e-13,0,
100,1000000.0,1e-10,a_and_b,40004,494.32563170725115,sketch_pre_cold,1.600817810706217e-09,0,
100,1000000.0,1e-10,a_and_b,40004,494.32563170725115,sketch_pre_warm,6.4312110360797606e-12,0,
100,1000000.0,1e-10,a_and_b,40004,494.32563170725115,spir,1.272999943844542e-17,1,20
100,1000000.0,1e-10,a_and_b,40004,494.32563170725115,qr_ref,4.243654477326641e-16,1,0
100,1000000000.0,0.01,b_only,32439,1000000000.0,iter_sketch_mom,7.793768319087131e-15,0,
100,1000000000.0,0.01,b_only,32439,1000000000.0,sketch_pre_cold,1.9036120724893307e-09,0,
100,1000000000.0,0.01,b_only,32439,1000000000.0,sketch_pre_warm,2.893461216105505e-17,1,7
100,1000000000.0,0.01,b_only,32439,1000000000.0,spir,8.240867922882658e-18,1,5
100,1000000000.0,0.01,b_only,32439,1000000000.0,qr_ref,6.705700746081921e-17,1,0
100,1000000000.0,0.01,b_only,10001,1000000000.0,iter_sketch_mom,9.026261042152819e-15,0,
100,1000000000.0,0.01,b_only,10001,1000000000.0,sketch_pre_cold,4.957525232518651e-10,0,
100,1000000000.0,0.01,b_only,10001,1000000000.0,sketch_pre_warm,3.359771968184326e-17,1,9
100,1000000000.0,0.01,b_only,10001,1000000000.0,spir,1.3530321747341324e-17,1,5
100,1000000000.0,0.01,b_only,10001,1000000000.0,qr_ref,1.8194431864618063e-15,1,0
100,1000000000.0,0.01,b_only,20002,1000000000.0,iter_sketch_mom,3.0784094956567803e-15,0,
100,1000000000.0,0.01,b_only,20002,1000000000.0,sketch_pre_cold,4.5613531819181795e-10,0,
100,1000000000.0,0.01,b_only,20002,1000000000.0,sketch_pre_warm,2.2962662511179708e-17,1,9
100,1000000000.0,0.01,b_only,20002,1000000000.0,spir,1.477861524743204e-17,1,5
100,1000000000.0,0.01,b_only,20002,1000000000.0,qr_ref,4.699687060651284e-16,1,0
100,1000000000.0,0.01,b_only,30003,1000000000.0,iter_sketch_mom,4.43708100077992e-15,0,
100,1000000000.0,0.01,b_only,30003,1000000000.0,sketch_pre_cold,4.5156373330193663e-10,0,
100,1000000000.0,0.01,b_only,30003,1000000000.0,sketch_pre_warm,8.335535800345791e-18,1,9
100,1000000000.0,0.01,b_only,30003,1000000000.0,spir,9.525080126177762e-18,1,5
100,1000000000.0,0.01,b_only,30003,1000000000.0,qr_ref,5.992708779459229e-16,1,0
100,1000000000.0,0.01,b_only,40004,1000000000.0,iter_sketch_mom,5.432091402762294e-13,0,
100,1000000000.0,0.01,b_only,40004,1000000000.0,sketch_pre_cold,1.1799710305345645e-09,0,
100,1000000000.0,0.01,b_only,40004,1000000000.0,sketch_pre_warm,2.400828755857588e-17,1,9
100,1000000000.0,0.01,b_only,40004,1000000000.0,spir,5.90236960653003e-18,1,5
100,1000000000.0,0.01,b_only,40004,1000000000.0,qr_ref,1.2739204896906775e-15,1,0
100,1000000000.0,0.01,a_and_b,32439,579.2292380367553,iter_sketch_mom,4.783559422010934e-15,0,
100,1000000000.0,0.01,a_and_b,32439,579.2292380367553,sketch_pre_cold,3.9067881888335907e-10,0,
100,1000000000.0,0.01,a_and_b,32439,579.2292380367553,sketch_pre_warm,1.0629735620688221e-12,0,
100,1000000000.0,0.01,a_and_b,32439,579.2292380367553,spir,1.6867528783190538e-17,1,
100,1000000000.0,0.01,a_and_b,32439,579.2292380367553,qr_ref,9.789861412806573e-17,1,0
100,1000000000.0,0.01,a_and_b,10001,578.5361699880214,iter_sketch_mom,6.218482807904548e-15,0,
100,1000000000.0,0.01,a_and_b,10001,578.5361699880214,sketch_pre_cold,8.009523307482198e-10,0,
100,1000000000.0,0.01,a_and_b,10001,578.5361699880214,sketch_pre_warm,1.511040900723635e-12,0,
100,1000000000.0,0.01,a_and_b,10001,578.5361699880214,spir,1.1779291076097532e-17,1,
100,1000000000.0,0.01,a_and_b,10001,578.5361699880214,qr_ref,4.138304172660237e-16,1,0
100,1000000000.0,0.01,a_and_b,20002,578.053983699723,iter_sketch_mom,8.068283736286475e-12,0,
100,1000000000.0,0.01,a_and_b,20002,578.053983699723,sketch_pre_cold,3.526571437709466e-10,0,
100,1000000000.0,0.01,a_and_b,20002,578.053983699723,sketch_pre_warm,1.536427525461949e-11,0,
100,1000000000.0,0.01,a_and_b,20002,578.053983699723,spir,1.4422231621336778e-17,1,20
100,1000000000.0,0.01,a_and_b,20002,578.053983699723,qr_ref,8.045203667260647e-17,1,0
100,1000000000.0,0.01,a_and_b,30003,578.9092989444638,iter_sketch_mom,4.5680745913603025e-09,0,
100,1000000000.0,0.01,a_and_b,30003,578.9092989444638,sketch_pre_cold,1.2892523575104268e-10,0,
100,1000000000.0,0.01,a_and_b,30003,578.9092989444638,sketch_pre_warm,2.744581356961063e-12,0,
100,1000000000.0,0.01,a_and_b,30003,578.9092989444638,spir,1.0997990082576107e-17,1,20
100,1000000000.0,0.01,a_and_b,30003,578.9092989444638,qr_ref,1.3099179579053561e-16,1,0
100,1000000000.0,0.01,a_and_b,40004,579.5877726621801,iter_sketch_mom,2.042852751174977e-13,0,
100,1000000000.0,0.01,a_and_b,40004,579.5877726621801,sketch_pre_cold,1.0987134649311941e-09,0,
100,1000000000.0,0.01,a_and_b,40004,579.5877726621801,sketch_pre_warm,4.495762964947014e-12,0,
100,1000000000.0,0.01,a_and_b,40004,579.5877726621801,spir,1.6541958264001444e-17,1,20
100,1000000000.0,0.01,a_and_b,40004,579.5877726621801,qr_ref,2.985787741353751e-16,1,0
100,1000000000.0,1e-06,b_only,32439,1000000000.0,iter_sketch_mom,7.792983808775368e-15,0,
100,1000000000.0,1e-06,b_only,32439,1000000000.0,sketch_pre_cold,1.903612053465177e-09,0,
100,1000000000.0,1e-06,b_only,32439,1000000000.0,sketch_pre_warm,2.7420973961156442e-17,1,1
100,1000000000.0,1e-06,b_only,32439,1000000000.0,spir,4.657659968578434e-18,1,1
100,1000000000.0,1e-06,b_only,32439,1000000000.0,qr_ref,1.5381085196129675e-16,1,0
100,1000000000.0,1e-06,b_only,10001,1000000000.0,iter_sketch_mom,9.024581758967461e-15,0,
100,1000000000.0,1e-06,b_only,10001,1000000000.0,sketch_pre_cold,4.957525548376906e-10,0,
100,1000000000.0,1e-06,b_only,10001,1000000000.0,sketch_pre_warm,3.878749706265407e-17,1,2
100,1000000000.0,1e-06,b_only,10001,1000000000.0,spir,6.305652417030757e-18,1,0
100,1000000000.0,1e-06,b_only,10001,1000000000.0,qr_ref,1.8349509875092602e-15,1,0
100,1000000000.0,1e-06,b_only,20002,1000000000.0,iter_sketch_mom,3.0751610624585705e-15,0,
100,1000000000.0,1e-06,b_only,20002,1000000000.0,sketch_pre_cold,4.561351995886052e-10,0,
100,1000000000.0,1e-06,b_only,20002,1000000000.0,sketch_pre_warm,3.890346782354815e-17,1,2
100,1000000000.0,1e-06,b_only,20002,1000000000.0,spir,5.196124438228688e-18,1,0
100,1000000000.0,1e-06,b_only,20002,1000000000.0,qr_ref,4.583699841776849e-16,1,0
100,1000000000.0,1e-06,b_only,30003,1000000000.0,iter_sketch_mom,4.4333319046669605e-15,0,
100,1000000000.0,1e-06,b_only,30003,1000000000.0,sketch_pre_cold,4.515638959187901e-10,0,
100,1000000000.0,1e-06,b_only,30003,1000000000.0,sketch_pre_warm,2.5541323348011286e-17,1,1
100,1000000000.0,1e-06,b_only,30003,1000000000.0,spir,4.000098835654637e-18,1,1
100,1000000000.0,1e-06,b_only,30003,1000000000.0,qr_ref,6.22194696653368e-16,1,0
100,1000000000.0,1e-06,b_only,40004,1000000000.0,iter_sketch_mom,5.43210232585752e-13,0,
100,1000000000.0,1e-06,b_only,40004,1000000000.0,sketch_pre_cold,1.1799715010219772e-09,0,
100,1000000000.0,1e-06,b_only,40004,1000000000.0,sketch_pre_warm,1.6393428259783698e-17,1,1
100,1000000000.0,1e-06,b_only,40004,1000000000.0,spir,1.4147773653224575e-17,1,1
100,1000000000.0,1e-06,b_only,40004,1000000000.0,qr_ref,1.2857860877585622e-15,1,0
100,1000000000.0,1e-06,a_and_b,32439,579.2292380367553,iter_sketch_mom,4.784554416746911e-15,0,
100,1000000000.0,1e-06,a_and_b,32439,579.2292380367553,sketch_pre_cold,3.9067882125321095e-10,0,
100,1000000000.0,1e-06,a_and_b,32439,579.2292380367553,sketch_pre_warm,1.0629508708351871e-12,0,
100,1000000000.0,1e-06,a_and_b,32439,579.2292380367553,spir,1.932868664209107e-17,1,
100,1000000000.0,1e-06,a_and_b,32439,579.2292380367553,qr_ref,9.477591201622632e-17,1,0
100,1000000000.0,1e-06,a_and_b,10001,578.5361699880214,iter_sketch_mom,6.2180865588843454e-15,0,
100,1000000000.0,1e-06,a_and_b,10001,578.5361699880214,sketch_pre_cold,8.009523373095636e-10,0,
100,1000000000.0,1e-06,a_and_b,10001,578.5361699880214,sketch_pre_warm,1.511010751746946e-12,0,
100,1000000000.0,1e-06,a_and_b,10001,578.5361699880214,spir,1.1264861146623185e-17,1,
100,1000000000.0,1e-06,a_and_b,10001,578.5361699880214,qr_ref,4.756800076251152e-16,1,0
