aspect,kappa,res_size,noise_model,seed,effective_kappa,method,final_be,pass_fail,iters_to_stable
10,100000000000000.0,1e-06,b_only,80008,100000000000000.0,spir,1.3284620723953527e-17,1,0
10,100000000000000.0,1e-06,b_only,80008,100000000000000.0,qr_ref,1.4256621906951695e-15,1,0
10,100000000000000.0,1e-06,a_and_b,32439,818.4459147663499,iter_sketch_mom,2.737708028780691e-15,0,
10,100000000000000.0,1e-06,a_and_b,32439,818.4459147663499,sketch_pre_cold,1.0260016739010863e-09,0,
10,100000000000000.0,1e-06,a_and_b,32439,818.4459147663499,sketch_pre_warm,7.76517394270216e-12,0,
10,100000000000000.0,1e-06,a_and_b,32439,818.4459147663499,spir,1.1157856178871153e-17,1,20
10,100000000000000.0,1e-06,a_and_b,32439,818.4459147663499,qr_ref,2.3996939816047835e-15,1,0
10,100000000000000.0,1e-06,b_only,90009,100000000000000.0,iter_sketch_mom,9.376036771764338e-15,0,
10,100000000000000.0,1e-06,b_only,90009,100000000000000.0,sketch_pre_cold,6.107256571700648e-14,0,
10,100000000000000.0,1e-06,b_only,90009,100000000000000.0,sketch_pre_warm,4.358914607531268e-17,1,1
10,100000000000000.0,1e-06,b_only,90009,100000000000000.0,spir,9.601297999760545e-18,1,0
10,100000000000000.0,1e-06,b_only,90009,100000000000000.0,qr_ref,3.151806466159273e-16,1,0
10,100000000000000.0,1e-06,a_and_b,10001,868.417650842189,iter_sketch_mom,2.5327534290902024e-11,0,
10,100000000000000.0,1e-06,a_and_b,10001,868.417650842189,sketch_pre_cold,6.731410698889171e-10,0,
10,100000000000000.0,1e-06,a_and_b,10001,868.417650842189,sketch_pre_warm,2.4201093517545223e-12,0,
10,100000000000000.0,1e-06,a_and_b,10001,868.417650842189,spir,1.4033356376838985e-17,1,20
10,100000000000000.0,1e-06,a_and_b,10001,868.417650842189,qr_ref,7.5844650083020675e-16,1,0
10,100000000000000.0,1e-06,a_and_b,20002,833.5849209659663,iter_sketch_mom,1.3811941561551346e-14,0,
10,100000000000000.0,1e-06,a_and_b,20002,833.5849209659663,sketch_pre_cold,4.42037839676492e-10,0,
10,100000000000000.0,1e-06,a_and_b,20002,833.5849209659663,sketch_pre_warm,1.5349913535948355e-12,0,
10,100000000000000.0,1e-06,a_and_b,20002,833.5849209659663,spir,9.767093513869919e-18,1,20
10,100000000000000.0,1e-06,a_and_b,20002,833.5849209659663,qr_ref,1.9667293918414065e-15,1,0
10,100000000000000.0,1e-06,a_and_b,30003,834.1523521921641,iter_sketch_mom,2.083429787898005e-10,0,
10,100000000000000.0,1e-06,a_and_b,30003,834.1523521921641,sketch_pre_cold,1.6075086749133412e-09,0,
10,100000000000000.0,1e-06,a_and_b,30003,834.1523521921641,sketch_pre_warm,4.093914753043721e-12,0,
10,100000000000000.0,1e-06,a_and_b,30003,834.1523521921641,spir,2.6841322930474843e-17,1,20
10,100000000000000.0,1e-06,a_and_b,30003,834.1523521921641,qr_ref,1.3699015889123665e-15,1,0
10,100000000000000.0,1e-06,a_and_b,40004,819.3146015744607,iter_sketch_mom,3.411519583290429e-15,0,
10,100000000000000.0,1e-06,a_and_b,40004,819.3146015744607,sketch_pre_cold,2.6846787456399294e-10,0,
10,100000000000000.0,1e-06,a_and_b,40004,819.3146015744607,sketch_pre_warm,4.611983866321958e-12,0,
10,100000000000000.0,1e-06,a_and_b,40004,819.3146015744607,spir,1.1575560214652423e-17,1,19
10,100000000000000.0,1e-06,a_and_b,40004,819.3146015744607,qr_ref,2.9105362110049907e-15,1,0
10,100000000000000.0,1e-06,a_and_b,50005,830.4907500055008,iter_sketch_mom,4.221825229274488e-15,0,
10,100000000000000.0,1e-06,a_and_b,50005,830.4907500055008,sketch_pre_cold,2.846638568125393e-10,0,
10,100000000000000.0,1e-06,a_and_b,50005,830.4907500055008,sketch_pre_warm,5.269529661286952e-12,0,
10,100000000000000.0,1e-06,a_and_b,50005,830.4907500055008,spir,1.6611828159266954e-17,1,20
10,100000000000000.0,1e-06,a_and_b,50005,830.4907500055008,qr_ref,3.689967175459565e-16,1,0
10,100000000000000.0,1e-06,a_and_b,60006,860.3950113606153,iter_sketch_mom,7.931390492848157e-15,0,
10,100000000000000.0,1e-06,a_and_b,60006,860.3950113606153,sketch_pre_cold,8.246540121003715e-10,0,
10,100000000000000.0,1e-06,a_and_b,60006,860.3950113606153,sketch_pre_warm,1.3217410582359809e-12,0,
10,100000000000000.0,1e-06,a_and_b,60006,860.3950113606153,spir,2.3064982859146792e-17,1,
10,100000000000000.0,1e-06,a_and_b,60006,860.3950113606153,qr_ref,4.478363804687928e-16,1,0
10,100000000000000.0,1e-06,a_and_b,70007,838.0160093949997,iter_sketch_mom,7.719942198767056e-15,0,
10,100000000000000.0,1e-06,a_and_b,70007,838.0160093949997,sketch_pre_cold,4.043802076257397e-10,0,
10,100000000000000.0,1e-06,a_and_b,70007,838.0160093949997,sketch_pre_warm,9.912985281637843e-13,0,
10,100000000000000.0,1e-06,a_and_b,70007,838.0160093949997,spir,1.8731345065428428e-17,1,19
10,100000000000000.0,1e-06,a_and_b,70007,838.0160093949997,qr_ref,2.0499400286595445e-16,1,0
10,100000000000000.0,1e-06,a_and_b,80008,810.214546931753,iter_sketch_mom,3.860177809409539e-15,0,
10,100000000000000.0,1e-06,a_and_b,80008,810.214546931753,sketch_pre_cold,7.820960287339214e-10,0,
10,100000000000000.0,1e-06,a_and_b,80008,810.214546931753,sketch_pre_warm,2.132291255094027e-12,0,
10,100000000000000.0,1e-06,a_and_b,80008,810.214546931753,spir,1.398306860819772e-17,1,20
10,100000000000000.0,1e-06,a_and_b,80008,810.214546931753,qr_ref,2.1167763598232805e-15,1,0
10,100000000000000.0,1e-06,a_and_b,90009,837.4554014765837,iter_sketch_mom,3.12813152930375e-15,0,
10,100000000000000.0,1e-06,a_and_b,90009,837.4554014765837,sketch_pre_cold,1.0182665606826701e-09,0,
10,100000000000000.0,1e-06,a_and_b,90009,837.4554014765837,sketch_pre_warm,3.128145828996402e-12,0,
10,100000000000000.0,1e-06,a_and_b,90009,837.4554014765837,spir,1.962217283361273e-17,1,19
10,100000000000000.0,1e-06,a_and_b,90009,837.4554014765837,qr_ref,5.714241821421435e-16,1,0
10,100000000000000.0,1e-10,b_only,32439,100000000000000.0,iter_sketch_mom,2.1252953874616595e-15,0,
10,100000000000000.0,1e-10,b_only,32439,100000000000000.0,sketch_pre_cold,4.097392219896941e-14,0,
10,100000000000000.0,1e-10,b_only,32439,100000000000000.0,sketch_pre_warm,1.6387797434075195e-17,1,0
10,100000000000000.0,1e-10,b_only,32439,100000000000000.0,spir,1.3842782317976312e-17,1,1
10,100000000000000.0,1e-10,b_only,32439,100000000000000.0,qr_ref,9.141878353999104e-16,1,0
10,100000000000000.0,1e-10,b_only,10001,100000000000000.0,iter_sketch_mom,3.805366381146648e-15,0,
10,100000000000000.0,1e-10,b_only,10001,100000000000000.0,sketch_pre_cold,1.1760694239052676e-13,0,
10,100000000000000.0,1e-10,b_only,10001,100000000000000.0,sketch_pre_warm,2.244293471734397e-17,1,0
10,100000000000000.0,1e-10,b_only,10001,100000000000000.0,spir,9.214856322346132e-18,1,0
10,100000000000000.0,1e-10,b_only,10001,100000000000000.0,qr_ref,2.3959053836585863e-16,1,0
10,100000000000000.0,1e-10,b_only,20002,100000000000000.0,iter_sketch_mom,1.7735618049480516e-15,0,
10,100000000000000.0,1e-10,b_only,20002,100000000000000.0,sketch_pre_cold,1.2274051616890638e-13,0,
10,100000000000000.0,1e-10,b_only,20002,100000000000000.0,sketch_pre_warm,3.102750856097376e-17,1,1
10,100000000000000.0,1e-10,b_only,20002,100000000000000.0,spir,8.717419966561131e-18,1,0
10,100000000000000.0,1e-10,b_only,20002,100000000000000.0,qr_ref,8.563893937554288e-16,1,0
10,100000000000000.0,1e-10,b_only,30003,100000000000000.0,iter_sketch_mom,6.896086446455153e-15,0,
10,100000000000000.0,1e-10,b_only,30003,100000000000000.0,sketch_pre_cold,6.330820163290529e-14,0,
10,100000000000000.0,1e-10,b_only,30003,100000000000000.0,sketch_pre_warm,6.122776089881529e-17,1,2
10,100000000000000.0,1e-10,b_only,30003,100000000000000.0,spir,1.2134720673101826e-17,1,1
10,100000000000000.0,1e-10,b_only,30003,100000000000000.0,qr_ref,7.184184885420185e-16,1,0
10,100000000000000.0,1e-10,b_only,40004,100000000000000.0,iter_sketch_mom,7.223407561473308e-14,0,
10,100000000000000.0,1e-10,b_only,40004,100000000000000.0,sketch_pre_cold,7.145576547346898e-14,0,
10,100000000000000.0,1e-10,b_only,40004,100000000000000.0,sketch_pre_warm,3.6451975180700326e-17,1,1
10,100000000000000.0,1e-10,b_only,40004,100000000000000.0,spir,1.4128699273134032e-17,1,0
10,100000000000000.0,1e-10,b_only,40004,100000000000000.0,qr_ref,1.295671270950461e-15,1,0
10,100000000000000.0,1e-10,b_only,50005,100000000000000.0,iter_sketch_mom,3.809274926150875e-14,0,
10,100000000000000.0,1e-10,b_only,50005,100000000000000.0,sketch_pre_cold,4.0057973803011505e-14,0,
10,100000000000000.0,1e-10,b_only,50005,100000000000000.0,sketch_pre_warm,1.5762793899322003e-17,1,1
10,100000000000000.0,1e-10,b_only,50005,100000000000000.0,spir,1.0444862758297139e-17,1,0
10,100000000000000.0,1e-10,b_only,50005,100000000000000.0,qr_ref,1.9175599812799936e-16,1,0
10,100000000000000.0,1e-10,b_only,60006,100000000000000.0,iter_sketch_mom,3.673925854983933e-14,0,
10,100000000000000.0,1e-10,b_only,60006,100000000000000.0,sketch_pre_cold,3.88179169026836e-14,0,
10,100000000000000.0,1e-10,b_only,60006,100000000000000.0,sketch_pre_warm,4.9993438877823813e-17,1,1
10,100000000000000.0,1e-10,b_only,60006,100000000000000.0,spir,2.2620861704461e-17,1,1
10,100000000000000.0,1e-10,b_only,60006,100000000000000.0,qr_ref,4.743234337401752e-16,1,0
10,100000000000000.0,1e-10,b_only,70007,100000000000000.0,iter_sketch_mom,8.183045492204248e-15,0,
10,100000000000000.0,1e-10,b_only,70007,100000000000000.0,sketch_pre_cold,7.696547075377051e-14,0,
10,100000000000000.0,1e-10,b_only,70007,100000000000000.0,sketch_pre_warm,1.3373191842485946e-17,1,0
10,100000000000000.0,1e-10,b_only,70007,100000000000000.0,spir,1.3553685085563575e-17,1,1
10,100000000000000.0,1e-10,b_only,70007,100000000000000.0,qr_ref,2.5125408264368854e-16,1,0
10,100000000000000.0,1e-10,b_only,80008,100000000000000.0,iter_sketch_mom,3.705473589058528e-15,0,
10,100000000000000.0,1e-10,b_only,80008,100000000000000.0,sketch_pre_cold,5.564683538529596e-14,0,
10,100000000000000.0,1e-10,b_only,80008,100000000000000.0,sketch_pre_warm,4.0562276986259127e-17,1,2
10,100000000000000.0,1e-10,b_only,80008,100000000000000.0,spir,1.3284620723953527e-17,1,0
10,100000000000000.0,1e-10,b_only,80008,100000000000000.0,qr_ref,1.4256621906951695e-15,1,0
10,100000000000000.0,1e-10,b_only,90009,100000000000000.0,iter_sketch_mom,9.431623406863297e-15,0,
10,100000000000000.0,1e-10,b_only,90009,100000000000000.0,sketch_pre_cold,6.176459099486625e-14,0,
10,100000000000000.0,1e-10,b_only,90009,100000000000000.0,sketch_pre_warm,2.1007832591863112e-17,1,1
10,100000000000000.0,1e-10,b_only,90009,100000000000000.0,spir,9.054353510568937e-18,1,0
10,100000000000000.0,1e-10,b_only,90009,100000000000000.0,qr_ref,3.2855679083329773e-16,1,0
10,100000000000000.0,1e-10,a_and_b,32439,818.4459147663499,iter_sketch_mom,2.737708028780691e-15,0,
10,100000000000000.0,1e-10,a_and_b,32439,818.4459147663499,sketch_pre_cold,1.0260016739010863e-09,0,
10,100000000000000.0,1e-10,a_and_b,32439,818.4459147663499,sketch_pre_warm,7.76517394270216e-12,0,
10,100000000000000.0,1e-10,a_and_b,32439,818.4459147663499,spir,1.1157856178871153e-17,1,20
10,100000000000000.0,1e-10,a_and_b,32439,818.4459147663499,qr_ref,2.3996939816047835e-15,1,0
10,100000000000000.0,1e-10,a_and_b,10001,868.417650842189,iter_sketch_mom,2.5327534290902024e-11,0,
10,100000000000000.0,1e-10,a_and_b,10001,868.417650842189,sketch_pre_cold,6.731410698889171e-10,0,
10,100000000000000.0,1e-10,a_and_b,10001,868.417650842189,sketch_pre_warm,2.4201093517545223e-12,0,
10,100000000000000.0,1e-10,a_and_b,10001,868.417650842189,spir,1.4033356376838985e-17,1,20
10,100000000000000.0,1e-10,a_and_b,10001,868.417650842189,qr_ref,7.5844650083020675e-16,1,0
10,100000000000000.0,1e-10,a_and_b,20002,833.5849209659663,iter_sketch_mom,1.3811941561551346e-14,0,
10,100000000000000.0,1e-10,a_and_b,20002,833.5849209659663,sketch_pre_cold,4.42037839676492e-10,0,
10,100000000000000.0,1e-10,a_and_b,20002,833.5849209659663,sketch_pre_warm,1.5349913535948355e-12,0,
10,100000000000000.0,1e-10,a_and_b,20002,833.5849209659663,spir,9.767093513869919e-18,1,20
10,100000000000000.0,1e-10,a_and_b,20002,833.5849209659663,qr_ref,1.9667293918414065e-15,1,0
10,100000000000000.0,1e-10,a_and_b,30003,834.1523521921641,iter_sketch_mom,2.083429787898005e-10,0,
10,100000000000000.0,1e-10,a_and_b,30003,834.1523521921641,sketch_pre_cold,1.6075086749133412e-09,0,
10,100000000000000.0,1e-10,a_and_b,30003,834.1523521921641,sketch_pre_warm,4.093914753043721e-12,0,
10,100000000000000.0,1e-10,a_and_b,30003,834.1523521921641,spir,2.6841322930474843e-17,1,20
10,100000000000000.0,1e-10,a_and_b,30003,834.1523521921641,qr_ref,1.3699015889123665e-15,1,0
10,100000000000000.0,1e-10,a_and_b,40004,819.3146015744607,iter_sketch_mom,3.411519583290429e-15,0,
10,100000000000000.0,1e-10,a_and_b,40004,819.3146015744607,sketch_pre_cold,2.6846787456399294e-10,0,
10,100000000000000.0,1e-10,a_and_b,40004,819.3146015744607,sketch_pre_warm,4.611983866321958e-12,0,
10,100000000000000.0,1e-10,a_and_b,40004,819.3146015744607,spir,1.1575560214652423e-17,1,19
10,100000000000000.0,1e-10,a_and_b,40004,819.3146015744607,qr_ref,2.9105362110049907e-15,1,0
10,100000000000000.0,1e-10,a_and_b,50005,830.4907500055008,iter_sketch_mom,4.221825229274488e-15,0,
10,100000000000000.0,1e-10,a_and_b,50005,830.4907500055008,sketch_pre_cold,2.846638568125393e-10,0,
10,100000000000000.0,1e-10,a_and_b,50005,830.4907500055008,sketch_pre_warm,5.269529661286952e-12,0,
10,100000000000000.0,1e-10,a_and_b,50005,830.4907500055008,spir,1.6611828159266954e-17,1,20
10,100000000000000.0,1e-10,a_and_b,50005,830.4907500055008,qr_ref,3.689967175459565e-16,1,0
10,100000000000000.0,1e-10,a_and_b,60006,860.3950113606153,iter_sketch_mom,7.931390492848157e-15,0,
10,100000000000000.0,1e-10,a_and_b,60006,860.3950113606153,sketch_pre_cold,8.246540121003715e-10,0,
10,100000000000000.0,1e-10,a_and_b,60006,860.3950113606153,sketch_pre_warm,1.3217410582359809e-12,0,
10,100000000000000.0,1e-10,a_and_b,60006,860.3950113606153,spir,2.3064982859146792e-17,1,
10,100000000000000.0,1e-10,a_and_b,60006,860.3950113606153,qr_ref,4.478363804687928e-16,1,0
10,100000000000000.0,1e-10,a_and_b,80008,810.214546931753,iter_sketch_mom,3.860177809409539e-15,0,
10,100000000000000.0,1e-10,a_and_b,80008,810.214546931753,sketch_pre_cold,7.820960287339214e-10,0,
10,100000000000000.0,1e-10,a_and_b,80008,810.214546931753,sketch_pre_warm,2.132291255094027e-12,0,
10,100000000000000.0,1e-10,a_and_b,80008,810.214546931753,spir,1.398306860819772e-17,1,20
10,100000000000000.0,1e-10,a_and_b,80008,810.214546931753,qr_ref,2.1167763598232805e-15,1,0
10,100000000000000.0,1e-10,a_and_b,70007,838.0160093949997,iter_sketch_mom,7.719942198767056e-15,0,
10,100000000000000.0,1e-10,a_and_b,70007,838.0160093949997,sketch_pre_cold,4.043802076257397e-10,0,
10,100000000000000.0,1e-10,a_and_b,70007,838.0160093949997,sketch_pre_warm,9.912985281637843e-13,0,
10,100000000000000.0,1e-10,a_and_b,70007,838.0160093949997,spir,1.8731345065428428e-17,1,19
10,100000000000000.0,1e-10,a_and_b,70007,838.0160093949997,qr_ref,2.0499400286595445e-16,1,0
10,100000000000000.0,1e-10,a_and_b,90009,837.4554014765837,iter_sketch_mom,3.12813152930375e-15,0,
10,100000000000000.0,1e-10,a_and_b,90009,837.4554014765837,sketch_pre_cold,1.0182665606826701e-09,0,
10,100000000000000.0,1e-10,a_and_b,90009,837.4554014765837,sketch_pre_warm,3.128145828996402e-12,0,
10,100000000000000.0,1e-10,a_and_b,90009,837.4554014765837,spir,1.962217283361273e-17,1,19
10,100000000000000.0,1e-10,a_and_b,90009,837.4554014765837,qr_ref,5.714241821421435e-16,1,0
50,1000.0,0.01,b_only,32439,1000.0,iter_sketch_mom,5.022645562967161e-15,0,
50,1000.0,0.01,b_only,32439,1000.0,sketch_pre_cold,1.3560880195906675e-09,0,
50,1000.0,0.01,b_only,32439,1000.0,sketch_pre_warm,2.3188013942787735e-16,1,
50,1000.0,0.01,b_only,32439,1000.0,spir,7.676358374393511e-18,1,14
50,1000.0,0.01,b_only,32439,1000.0,qr_ref,2.884230346570852e-16,1,0
50,1000.0,0.01,b_only,20002,1000.0,iter_sketch_mom,3.798732545616391e-15,0,
50,1000.0,0.01,b_only,20002,1000.0,sketch_pre_cold,1.4952997412104035e-10,0,
50,1000.0,0.01,b_only,20002,1000.0,sketch_pre_warm,6.279370657431659e-15,0,
50,1000.0,0.01,b_only,20002,1000.0,spir,8.235375792852628e-18,1,14
50,1000.0,0.01,b_only,20002,1000.0,qr_ref,2.6055677927028875e-16,1,0
50,1000.0,0.01,b_only,10001,1000.0,iter_sketch_mom,5.8394455473654766e-15,0,
50,1000.0,0.01,b_only,10001,1000.0,sketch_pre_cold,3.469980181595287e-10,0,
50,1000.0,0.01,b_only,10001,1000.0,sketch_pre_warm,4.151746880370904e-15,0,
50,1000.0,0.01,b_only,10001,1000.0,spir,1.0540771817032449e-17,1,14
50,1000.0,0.01,b_only,10001,1000.0,qr_ref,2.6244561257302215e-16,1,0
50,1000.0,0.01,b_only,30003,1000.0,iter_sketch_mom,6.255667085023132e-15,0,
50,1000.0,0.01,b_only,30003,1000.0,sketch_pre_cold,2.5090770713924235e-09,0,
50,1000.0,0.01,b_only,30003,1000.0,sketch_pre_warm,7.322046327700019e-16,0,
50,1000.0,0.01,b_only,30003,1000.0,spir,9.126147743840746e-18,1,14
50,1000.0,0.01,b_only,30003,1000.0,qr_ref,1.9608795810846838e-16,1,0
50,1000.0,0.01,b_only,40004,1000.0,iter_sketch_mom,1.2660344115036568e-11,0,
50,1000.0,0.01,b_only,40004,1000.0,sketch_pre_cold,4.789232167773792e-10,0,
50,1000.0,0.01,b_only,40004,1000.0,sketch_pre_warm,1.4567090153257092e-15,0,
50,1000.0,0.01,b_only,40004,1000.0,spir,1.1860347888284444e-17,1,14
50,1000.0,0.01,b_only,40004,1000.0,qr_ref,2.907581156880129e-16,1,0
50,1000.0,0.01,a_and_b,32439,340.8959266059355,iter_sketch_mom,4.001299303663257e-15,0,
50,1000.0,0.01,a_and_b,32439,340.8959266059355,sketch_pre_cold,2.6556856421452755e-09,0,
50,1000.0,0.01,a_and_b,32439,340.8959266059355,sketch_pre_warm,8.360018498830599e-13,0,
50,1000.0,0.01,a_and_b,32439,340.8959266059355,spir,1.107379297253502e-17,1,19
50,1000.0,0.01,a_and_b,32439,340.8959266059355,qr_ref,3.6429555575292793e-16,1,0
50,1000.0,0.01,a_and_b,10001,332.6704640483794,iter_sketch_mom,4.8659534028911305e-15,0,
50,1000.0,0.01,a_and_b,10001,332.6704640483794,sketch_pre_cold,6.169486745790634e-10,0,
50,1000.0,0.01,a_and_b,10001,332.6704640483794,sketch_pre_warm,8.161737856730626e-12,0,
50,1000.0,0.01,a_and_b,10001,332.6704640483794,spir,9.819589648641783e-18,1,20
50,1000.0,0.01,a_and_b,10001,332.6704640483794,qr_ref,3.7865908596254544e-16,1,0
50,1000.0,0.01,a_and_b,20002,342.01531005717044,iter_sketch_mom,5.48321595316802e-15,0,
50,1000.0,0.01,a_and_b,20002,342.01531005717044,sketch_pre_cold,1.5745086433591476e-10,0,
50,1000.0,0.01,a_and_b,20002,342.01531005717044,sketch_pre_warm,1.0449240712389569e-11,0,
50,1000.0,0.01,a_and_b,20002,342.01531005717044,spir,1.442779774099586e-17,1,20
50,1000.0,0.01,a_and_b,20002,342.01531005717044,qr_ref,3.1873650488393723e-16,1,0
50,1000.0,0.01,a_and_b,30003,332.5575399530274,iter_sketch_mom,4.182008416423169e-11,0,
50,1000.0,0.01,a_and_b,30003,332.5575399530274,sketch_pre_cold,2.401743794574622e-09,0,
50,1000.0,0.01,a_and_b,30003,332.5575399530274,sketch_pre_warm,2.3281607548961003e-12,0,
50,1000.0,0.01,a_and_b,30003,332.5575399530274,spir,1.2517286832455984e-17,1,20
50,1000.0,0.01,a_and_b,30003,332.5575399530274,qr_ref,2.126769933615787e-16,1,0
50,1000.0,1e-06,b_only,32439,1000.0,iter_sketch_mom,5.02491618637241e-15,0,
50,1000.0,1e-06,b_only,32439,1000.0,sketch_pre_cold,1.356088114985131e-09,0,
50,1000.0,1e-06,b_only,32439,1000.0,sketch_pre_warm,3.0364295489479864e-17,1,13
50,1000.0,1e-06,b_only,32439,1000.0,spir,7.80182437194846e-18,1,8
50,1000.0,1e-06,b_only,32439,1000.0,qr_ref,3.1212253125616083e-16,1,0
50,1000.0,0.01,a_and_b,40004,339.7279967362266,iter_sketch_mom,1.000502673220617e-11,0,
50,1000.0,0.01,a_and_b,40004,339.7279967362266,sketch_pre_cold,1.7837091952156589e-09,0,
50,1000.0,0.01,a_and_b,40004,339.7279967362266,sketch_pre_warm,5.540667184913853e-12,0,
50,1000.0,0.01,a_and_b,40004,339.7279967362266,spir,1.2063973816095768e-17,1,20
50,1000.0,0.01,a_and_b,40004,339.7279967362266,qr_ref,3.693548462437443e-16,1,0
50,1000.0,1e-06,b_only,10001,1000.0,iter_sketch_mom,5.84074964563531e-15,0,
50,1000.0,1e-06,b_only,10001,1000.0,sketch_pre_cold,3.4699805982839594e-10,0,
50,1000.0,1e-06,b_only,10001,1000.0,sketch_pre_warm,4.0593952745970905e-17,1,16
50,1000.0,1e-06,b_only,10001,1000.0,spir,1.1854495606143703e-17,1,8
50,1000.0,1e-06,b_only,10001,1000.0,qr_ref,2.503287649234116e-16,1,0
50,1000.0,1e-06,b_only,20002,1000.0,iter_sketch_mom,3.796906088892935e-15,0,
50,1000.0,1e-06,b_only,20002,1000.0,sketch_pre_cold,1.4952996583329348e-10,0,
50,1000.0,1e-06,b_only,20002,1000.0,sketch_pre_warm,2.300771571134502e-17,1,16
50,1000.0,1e-06,b_only,20002,1000.0,spir,9.530203913848015e-18,1,8
50,1000.0,1e-06,b_only,20002,1000.0,qr_ref,2.6667556386859083e-16,1,0
50,1000.0,1e-06,b_only,30003,1000.0,iter_sketch_mom,6.2570827539098895e-15,0,
50,1000.0,1e-06,b_only,30003,1000.0,sketch_pre_cold,2.509077219430958e-09,0,
50,1000.0,1e-06,b_only,30003,1000.0,sketch_pre_warm,2.3471778847834708e-17,1,14
50,1000.0,1e-06,b_only,30003,1000.0,spir,7.53566799158477e-18,1,8
50,1000.0,1e-06,b_only,30003,1000.0,qr_ref,2.0480701532920328e-16,1,0
50,1000.0,1e-06,b_only,40004,1000.0,iter_sketch_mom,1.2660344794546179e-11,0,
50,1000.0,1e-06,b_only,40004,1000.0,sketch_pre_cold,4.789232505263623e-10,0,
50,1000.0,1e-06,b_only,40004,1000.0,sketch_pre_warm,2.5214724337656546e-17,1,15
50,1000.0,1e-06,b_only,40004,1000.0,spir,1.1512990912331332e-17,1,9
50,1000.0,1e-06,b_only,40004,1000.0,qr_ref,3.49240444378762e-16,1,0
50,1000.0,1e-06,a_and_b,32439,340.8959266059355,iter_sketch_mom,4.005425159130669e-15,0,
50,1000.0,1e-06,a_and_b,32439,340.8959266059355,sketch_pre_cold,2.6556857228282806e-09,0,
50,1000.0,1e-06,a_and_b,32439,340.8959266059355,sketch_pre_warm,8.362515302343486e-13,0,
50,1000.0,1e-06,a_and_b,32439,340.8959266059355,spir,7.039501393268597e-18,1,19
50,1000.0,1e-06,a_and_b,32439,340.8959266059355,qr_ref,3.439825157124033e-16,1,0
50,1000.0,1e-06,a_and_b,10001,332.6704640483794,iter_sketch_mom,4.866010301417185e-15,0,
50,1000.0,1e-06,a_and_b,10001,332.6704640483794,sketch_pre_cold,6.169493801993369e-10,0,
50,1000.0,1e-06,a_and_b,10001,332.6704640483794,sketch_pre_warm,8.160568279745196e-12,0,
50,1000.0,1e-06,a_and_b,10001,332.6704640483794,spir,1.2801663969842976e-17,1,20
50,1000.0,1e-06,a_and_b,10001,332.6704640483794,qr_ref,3.5539036784216943e-16,1,0
50,1000.0,1e-06,a_and_b,30003,332.5575399530274,iter_sketch_mom,4.182012466369851e-11,0,
50,1000.0,1e-06,a_and_b,30003,332.5575399530274,sketch_pre_cold,2.401749573694881e-09,0,
50,1000.0,1e-06,a_and_b,30003,332.5575399530274,sketch_pre_warm,2.3267855906235926e-12,0,
50,1000.0,1e-06,a_and_b,30003,332.5575399530274,spir,1.3752893388411628e-17,1,20
50,1000.0,1e-06,a_and_b,30003,332.5575399530274,qr_ref,2.6030977275023937e-16,1,0
50,1000.0,1e-06,a_and_b,20002,342.01531005717044,iter_sketch_mom,5.490513822324397e-15,0,
50,1000.0,1e-06,a_and_b,20002,342.01531005717044,sketch_pre_cold,1.5745114386198972e-10,0,
50,1000.0,1e-06,a_and_b,20002,342.01531005717044,sketch_pre_warm,1.0444054722687543e-11,0,
50,1000.0,1e-06,a_and_b,20002,342.01531005717044,spir,1.6325244700638458e-17,1,20
50,1000.0,1e-06,a_and_b,20002,342.01531005717044,qr_ref,2.965175126484886e-16,1,0
50,1000.0,1e-06,a_and_b,40004,339.7279967362266,iter_sketch_mom,1.0004978996315884e-11,0,
50,1000.0,1e-06,a_and_b,40004,339.7279967362266,sketch_pre_cold,1.7837026687503045e-09,0,
50,1000.0,1e-06,a_and_b,40004,339.7279967362266,sketch_pre_warm,5.541612281385986e-12,0,
50,1000.0,1e-06,a_and_b,40004,339.7279967362266,spir,1.2399775610957693e-17,1,20
50,1000.0,1e-06,a_and_b,40004,339.7279967362266,qr_ref,3.231966074880098e-16,1,0
50,1000.0,1e-10,b_only,32439,1000.0,iter_sketch_mom,5.0231142705485365e-15,0,
50,1000.0,1e-10,b_only,32439,1000.0,sketch_pre_cold,1.35608810285736e-09,0,
50,1000.0,1e-10,b_only,32439,1000.0,sketch_pre_warm,2.6439630428643603e-17,1,2
50,1000.0,1e-10,b_only,32439,1000.0,spir,6.881594393207413e-18,1,1
50,1000.0,1e-10,b_only,32439,1000.0,qr_ref,2.8951816066701834e-16,1,0
50,1000.0,1e-10,b_only,10001,1000.0,iter_sketch_mom,5.840332867747474e-15,0,
50,1000.0,1e-10,b_only,10001,1000.0,sketch_pre_cold,3.469980506533362e-10,0,
50,1000.0,1e-10,b_only,10001,1000.0,sketch_pre_warm,2.0793906852202074e-17,1,3
50,1000.0,1e-10,b_only,10001,1000.0,spir,1.2168098361760846e-17,1,1
50,1000.0,1e-10,b_only,10001,1000.0,qr_ref,2.838614330184761e-16,1,0
50,1000.0,1e-10,b_only,20002,1000.0,iter_sketch_mom,3.800205887377042e-15,0,
50,1000.0,1e-10,b_only,20002,1000.0,sketch_pre_cold,1.4952996577421207e-10,0,
50,1000.0,1e-10,b_only,20002,1000.0,sketch_pre_warm,3.917719604674549e-17,1,3
