dataset_id,dataset_family,noise_model,seed,m,n,m_over_n,density,condition_proxy,column_norm_ratio,numerical_rank,full_column_rank,effective_kappa,method,final_be,pass_fail,iters_to_stable
well1033,suitesparse,b_only,20002,1033,320,3.228125,0.014315101645692158,166.1333397554267,1.0000000007523888,320,1,166.1333397554267,iter_sketch_mom,1.856949525156052e-15,0,
well1033,suitesparse,b_only,20002,1033,320,3.228125,0.014315101645692158,166.1333397554267,1.0000000007523888,320,1,166.1333397554267,sketch_pre_cold,1.028927802717112e-09,0,
well1033,suitesparse,b_only,20002,1033,320,3.228125,0.014315101645692158,166.1333397554267,1.0000000007523888,320,1,166.1333397554267,sketch_pre_warm,1.8121384880161755e-16,1,
well1033,suitesparse,b_only,20002,1033,320,3.228125,0.014315101645692158,166.1333397554267,1.0000000007523888,320,1,166.1333397554267,fossils,6.890052036604712e-18,1,
well1033,suitesparse,b_only,20002,1033,320,3.228125,0.014315101645692158,166.1333397554267,1.0000000007523888,320,1,166.1333397554267,spir,6.305893592617923e-18,1,14
well1033,suitesparse,b_only,20002,1033,320,3.228125,0.014315101645692158,166.1333397554267,1.0000000007523888,320,1,166.1333397554267,qr_ref,1.7203058839215472e-16,1,0
well1033,suitesparse,b_only,30003,1033,320,3.228125,0.014315101645692158,166.1333397554267,1.0000000007523888,320,1,166.1333397554267,sketch_solve,1.740372623837735e-08,0,
well1033,suitesparse,b_only,30003,1033,320,3.228125,0.014315101645692158,166.1333397554267,1.0000000007523888,320,1,166.1333397554267,iter_sketch_mom,3.1487063288975295e-15,0,
well1033,suitesparse,b_only,30003,1033,320,3.228125,0.014315101645692158,166.1333397554267,1.0000000007523888,320,1,166.1333397554267,sketch_pre_cold,8.758731451161577e-10,0,
well1033,suitesparse,b_only,30003,1033,320,3.228125,0.014315101645692158,166.1333397554267,1.0000000007523888,320,1,166.1333397554267,sketch_pre_warm,2.0221823731068966e-16,1,
well1033,suitesparse,b_only,30003,1033,320,3.228125,0.014315101645692158,166.1333397554267,1.0000000007523888,320,1,166.1333397554267,fossils,7.037440679658891e-18,1,
well1033,suitesparse,b_only,30003,1033,320,3.228125,0.014315101645692158,166.1333397554267,1.0000000007523888,320,1,166.1333397554267,spir,6.348110275066366e-18,1,14
well1033,suitesparse,b_only,30003,1033,320,3.228125,0.014315101645692158,166.1333397554267,1.0000000007523888,320,1,166.1333397554267,qr_ref,1.7203058839215472e-16,1,0
well1033,suitesparse,b_only,40004,1033,320,3.228125,0.014315101645692158,166.1333397554267,1.0000000007523888,320,1,166.1333397554267,sketch_solve,1.765214394496709e-08,0,
well1033,suitesparse,b_only,40004,1033,320,3.228125,0.014315101645692158,166.1333397554267,1.0000000007523888,320,1,166.1333397554267,iter_sketch_mom,3.52578037982317e-15,0,
well1033,suitesparse,b_only,40004,1033,320,3.228125,0.014315101645692158,166.1333397554267,1.0000000007523888,320,1,166.1333397554267,sketch_pre_cold,9.472113317636636e-10,0,
well1033,suitesparse,b_only,40004,1033,320,3.228125,0.014315101645692158,166.1333397554267,1.0000000007523888,320,1,166.1333397554267,sketch_pre_warm,1.5133344256713064e-16,1,
